,MSW__8,MSW__2,MSW__3,DDE_MW,MSW__6,Cougar__21,formula_H,MSW__9,Hopp_woods,Calculate_mw,DDE_IT,DDE_CF,DDE_WI,Ez__9,Ez__12,Z5__61,Length,MSW__17,MSW__22,Cougar__25,Cougar__24,Z3__6,MSW__11,DDE_ME,MSW__20,Ez__1,MSW__18,Boman_Index,QSO3_G2,QSO3_SC_L,DDE_PM,DDE_MP,Ez__14,DDE_NW,Aliphatic_Index,QSO3_SC_S,DDE_TM,DDE_EW,MSW__4,Cougar__23,DDE_AC,CTDD_polarizability.3.residue100,Z5__6,Ez__11,CTDD_normwaalsvolume.3.residue100,QSO3_SC2,QSO3_SC3,DDE_QC,OVPC_Aliphatic,MSW__19,MSW__5,DDE_CN,MSW__13,DDE_YL,DDE_PF,DDE_MH,DDE_MY,DDE_WD,DDE_HC,QSO3_G3,DDE_HI,DDE_YW,DDE_FA,DDE_MF,DDE_HR,DDE_HN,QSO3_SC1,DDE_CM,Cougar__6,MSW__10,DDE_WK,DDE_IH,QSO3_G1,DDE_WC,DDE_RQ,DDE_WL,DDE_FW,DDE_AH,DDE_CA,DDE_VW,DDE_WW,DDE_WS,DDE_CY,DDE_CW,DDE_WH,DDE_CK,DDE_MN,DDE_VY,DDE_TH,Ez__8,DDE_QW,DDE_CC,DDE_MC,DDE_HH,DDE_CQ,DDE_PW,DDE_AR,DDE_SM,DDE_YQ,DDE_WE,DDE_CR,DDE_WA,CTDD_hydrophobicity_PRAM900101.1.residue100,DDE_NA,DDE_WV,MSW__7,DDE_MK,DDE_CV,CTDD_hydrophobicity_PRAM900101.1.residue75,DDE_FI,DDE_WF,DDE_NM,Ez__10,DDE_LM,DDE_EL,DDE_DQ,DDE_TI,DDE_QG,DDE_HG,DDE_YG,DDE_CI,DDE_TQ,DDE_DH,DDE_YI,MSW__21,DDE_IM,DDE_DC,DDE_YE,MSW__14,Z5__31,DDE_AM,Ez__7,DDE_EQ,DDE_TP,DDE_YA,Ez__15,Z5__64,ABHPRK__56,DDE_NP,Cougar__22,DDE_ID,DDE_PY,DDE_DA,DDE_HA,DDE_PC,DDE_QI,MSW__12,DDE_MM,DDE_FQ,DDE_EH,y,MotifBitVec_FATP,MotifBitVec_AEEA,MotifBitVec_ALQP,MotifBitVec_AVI,MotifBitVec_LMK,MotifBitVec_SLADTN,MotifBitVec_VFGI,MotifBitVec_RLAE,MotifBitVec_LLD,MotifBitVec_IPRHL,MotifBitVec_ALAG
T000731positive,-1.106757517,1.577967174,1.554571765,0,-0.936253674,1.17257688,-0.071428571,-1.035203454,-0.013869665,-1.043634448,0,0,0,-1.432633972,-1.269561382,-1.184755506,0,0.33909416,-0.231475529,0.738100676,1.065822723,0.652485518,0.730944584,0,0.467342342,-0.801080577,0.385259752,-1.470168612,-1.003089598,2.944099731,0,0,-1.482335024,0,1.579155673,0,0,0,1.443549937,0.734388431,0,-2.2,0.773187945,-1.307612544,-2.2,-1.003089598,-1.576358588,0,1.045454545,0.39382834,1.467290383,0,0.65111183,0,0,0,0,0,0,-1.576358588,0,0,0,0,0,0,-1.329318781,0,1.115732753,-1.185506616,0,0,-1.329318781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.024013201,0,0,0,0,0,0,0,0,0,0,0,0,-1.75,0,0,-1.455780865,0,0,-1.212121212,0,0,0,-1.381170321,0,0,0,0,0,0,0,0,0,0,0,0.139943644,0,0,0,0.779577595,0.208192313,0,-1.204013532,0,0,0,-1.271501561,0.164286096,0.608695652,0,0.780583536,0,0,0,0,0,0,0.613049351,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T000425positive,-0.394267021,1.052633305,1.244852444,0,-0.863208733,0.789451041,-0.928571429,-0.970586864,-0.169776325,-1.325401434,0,0,0,-0.397110989,-0.656976563,-0.815793712,0,-0.273756637,-0.288181199,0.148400725,0.071827641,-1.003475273,1.388153072,0,-0.065349032,-1.013550606,-0.07547752,-0.771941202,-1.158256093,1.784502054,0,0,-0.258197886,0,0.536939314,2.561376075,0,0,1.188256158,0.412685481,0,-2.2,-0.43697458,-0.581439226,-2.2,-1.158256093,-1.036890123,0,0.590909091,0.085236262,0.928590346,0,1.341301659,0,0,0,0,0,0,-1.036890123,0,0,0,0,0,0,-0.748212269,0,0.888499782,-0.487888041,0,0,-0.748212269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.542478055,0,0,0,0,0,0,0,0,0,0,0,0,-1.75,0,0,-0.603230116,0,0,-1.212121212,0,0,0,0.046095081,0,0,0,0,0,0,0,0,0,0,0,-0.284185025,0,0,0,1.029296685,0.035331358,0,-0.601727384,0,0,0,0.057082829,0.437672261,0.173913043,0,0.706256947,0,0,0,0,0,0,1.038245413,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T000574positive,-0.558300444,-0.035587958,-0.318401903,-1,0.453621652,-0.168744901,-0.071428571,-0.140520103,-0.107966083,-0.070900914,-1,-1,-1,-0.579901388,-0.269451952,-0.736868572,1,-0.202435559,0.071438096,0.64127897,0.450905639,-0.500778431,-0.043294909,-1,0.123152344,0.225710349,-0.172632298,0.044487678,-0.387916238,-0.156736082,-1,-1,-0.517949941,-1,-0.344327177,1.022509362,-1,-1,-0.976327846,0.663667985,-1,0.628571429,-0.496315239,0.041023985,0.628571429,-0.387916238,0.28798096,-1,-0.409090909,0.251770939,-0.3387676,-1,-0.446724271,-1,-1,-1,-1,-1,-1,0.28798096,-1,-1,-1,-1,-1,-1,-0.489273617,-1,0.045798505,0.447841528,-1,-1,-0.489273617,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.488742252,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,-1,-1,0.190599767,-1,-1,1.242424242,-1,-1,-1,-0.521737227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.073535707,-1,-1,-1,-0.387680779,-0.226552269,-1,-0.178287856,-1,-1,-1,-0.444957139,-0.38601185,-0.391304348,-1,0.082399505,-1,-1,-1,-1,-1,-1,0.398202134,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0
T000403positive,0.823039946,-0.42106291,-1.143466049,0,1.100864301,0.000308516,-1.142857143,1.109740974,0.692879874,-0.314529961,0,0,0,0.08560347,0.287105404,0.161974489,0,-0.472044642,0.766724291,0.484970407,0.439595196,-1.362570203,-0.817925391,0,-2.222089605,0.08863767,-0.729241159,0.168396022,-0.026776519,-0.860745148,0,0,0.679872661,0,-0.874670185,0,0,0,-0.208329643,0.310029132,0,0.628571429,-1.323098174,0.427252157,0.628571429,-0.026776519,0.56406188,0,-0.772727273,-1.960468609,-0.348717657,0,-0.041136482,0,0,0,0,0,0,0.56406188,0,0,0,0,0,0,0.031614603,0,0.072278949,1.581068348,0,0,0.031614603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046016667,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.604950527,0,0,0.303030303,0,0,0,0.135059421,0,0,0,0,958.4645624,0,0,0,0,0,0,1.955982068,0,0,0,-0.014900594,0.198624269,0,0.3996082,0,0,0,-0.232922861,0.461458443,0.173913043,0,0.354232614,0,0,0,0,0,0,-0.33031898,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T000020positive,-0.141890716,-0.501747059,-0.46605186,0,0.441329123,0.661796377,-0.142857143,-0.116342496,0.180177231,-0.497710913,0,0,0,-0.463124355,-0.456017559,-0.879836406,0,-0.017011594,-0.017479129,-0.044723706,0.176486663,-0.830278621,-0.100113805,0,-0.186485138,-0.115586994,-0.270522388,-0.799610895,-0.159972537,0.601898286,0,0,-0.558187538,0,0.286279683,1.062178511,0,0,-0.168895494,0.492720565,0,0.314285714,-0.874482087,-1.134143842,0.314285714,-0.159972537,-0.437128124,0,0.136363636,0.46544872,0.195864187,0,0.068162388,0,0,0,0,0,0,-0.437128124,0,0,0,0,0,0,-0.414000753,0,0.533982048,-0.621300787,0,0,-0.414000753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.385839378,0,0,0,0,0,0,0,0,0,0,0,0,-1.5,0,0,-0.711737681,0,0,-0.909090909,0,0,0,-0.052524128,0,0,0,0,0,0,0,0,0,0,0,0.129707353,0,0,0,0.797491328,0.006126771,0,-0.78538915,0,0,0,-0.107794326,-0.241154391,0.608695652,0,0.560620478,0,0,0,0,0,0,-0.026712317,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T000298positive,0.770674417,0.237881608,0.02069249,0,0.338181143,-0.967651693,-0.857142857,0.812504662,0.661493784,0.009966643,0,0,0,1.217121586,1.787663649,0.651878478,0,-1.684635388,0.145587178,-0.317363418,-0.243802249,0.229308349,-0.594783107,0,-0.128142364,1.13143039,-1.251340861,0.910289667,0.110538963,-0.860745148,0,0,1.424221806,0,-0.874670185,0,0,0,-0.456063195,-0.844631998,0,0.628571429,-0.199160966,1.832044539,0.628571429,0.110538963,0.635462118,0,-0.772727273,-1.55011697,-0.546787522,0,0.774753687,0,0,0,0,0,0,0.635462118,0,0,0,0,0,0,0.426044411,0,-0.560382232,-0.039321718,0,0,0.426044411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.414647599,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,1.059782125,0,0,0.909090909,0,0,0,1.370278227,0,0,0,0,0,0,0,0,0,0,0,1.834877715,0,0,0,0.341062618,-0.777816619,0,1.441778595,0,0,0,1.599092024,0.559665301,-1.130434783,0,-0.840395076,0,0,0,0,0,0,0.774056926,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T000033positive,0.226264497,-0.001006754,-0.610067173,0,-0.493504081,-0.620910469,0.357142857,-0.000750597,0.146778018,0.0697665,0,0,0,0.691693478,0.894730097,0.824878677,0,-0.591559216,0.695992218,-1.180020825,-1.22146096,0.906816946,-0.103185852,0,-0.493816421,0.877849262,0.25376883,0.599870298,0.073463783,0.860291826,0,0,0.529530045,0,0.536939314,0,0,0,-0.065834466,-0.828932621,0,-1.885714286,1.072560618,0.294509434,-1.885714286,0.073463783,0.694168981,0,0.590909091,-0.47434574,-0.646851771,0,-0.626476423,0,0,0,0,0,0,0.694168981,0,0,0,0,0,0,0.350771547,0,-0.85397066,0.74368404,0,0,0.350771547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.104034883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.184892094,0,0,0.303030303,0,0,0,0.895113458,0,638.9763749,0,0,0,0,0,0,0,0,0,0.079128034,0,0,0,0.208649587,-0.151126737,0,0.807264325,0,0,0,0.805986818,1.333144554,0.173913043,0,-0.554214173,0,0,0,0,0,0,-0.244346004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T000351positive,1.012146559,0.226445094,-0.150105977,-1,0.286099061,-0.666983485,-0.071428571,0.152967888,-0.404715198,0.426134752,-1,-1,-1,0.120910744,0.250173862,0.875792976,1,-1.504562912,0.489146534,0.527262052,-0.22416656,-0.096761406,-0.228664986,-1,-1.616746237,0.492443557,-1.296533657,0.893514916,0.603501545,-0.325145205,-1,-1,0.190209429,-1,-0.344327177,0,-1,-1,-0.102901183,-0.576172339,-1,0.628571429,-0.085995093,0.780570573,0.628571429,0.603501545,1.024196747,-1,-0.409090909,-0.001267102,-0.29747241,-1,0.066784531,-1,-1,-1,-1,-1,-1,1.024196747,-1,-1,-1,-1,-1,-1,-0.037636432,-1,-0.589163131,0.857130252,-1,-1,-0.037636432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.334635154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.275,-1,-1,0.925931799,-1,-1,0.96969697,-1,-1,-1,-0.422194336,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.362623426,-1,-1,-1,-0.166772255,-0.500837029,-1,0.544628039,-1,-1,-1,-0.354645857,0.397955716,-0.782608696,-1,-0.819551491,-1,-1,-1,-1,-1,-1,0.159692154,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0
T000544positive,-0.272549097,-0.801903598,0.033562704,0,-0.100088506,0.326293213,0.571428571,0.473626548,0.694408443,0.205302038,0,0,0,-0.324832888,-0.891681975,-0.609347496,0,1.109004226,0.60950857,-0.827738733,-0.367719594,0.160951113,-0.003274522,0,0.895486055,-0.257696578,1.0270854,-0.242325984,-0.390662547,1.21014308,0,0,-0.462071279,0,0.668865435,1.002592486,0,0,-0.893709674,-0.103465123,0,-0.314285714,0.146839319,-0.989937735,-0.314285714,-0.390662547,0.121380405,0,0.590909091,0.904856313,1.389282912,0,0.656822464,0,0,0,0,0,0,0.121380405,0,0,0,0,0,0,-0.146029356,0,-0.01355509,-0.039472979,0,0,-0.146029356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.445318065,0,0,0,0,0,0,0,0,0,0,0,0,-0.75,0,0,-0.08751507,0,0,0,0,0,0,-0.105716301,0,0,0,0,0,0,0,0,0,0,0,-0.285991429,0,0,0,-1.194400215,-0.020075078,0,-0.786828709,0,0,0,0.318330876,-1.013922793,0.608695652,0,0.123400843,0,0,0,0,0,0,-1.167104832,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T000537positive,0.705153645,-0.049906238,0.00012994,-2.845424516,0.243624275,-1.153886396,0.357142857,0.440687317,0.058652367,1.626345429,-2.845424516,-2.845424516,-2.845424516,0.990549082,1.19708241,1.151286883,3,-1.733897103,0.380135633,-0.574264904,-0.661228237,0.154524385,-0.165482067,-2.845424516,-0.881712926,0.937606457,-0.950249717,1.236381323,0.787504291,-0.860745148,-2.845424516,-2.845424516,1.149843994,-2.845424516,-0.904353562,0.720957985,-2.845424516,-2.845424516,-0.19828966,-1.044747787,-2.845424516,0.628571429,-0.174822755,1.792608065,0.628571429,0.787504291,0.410154701,-2.845424516,-0.886363636,-1.097200907,-0.652127017,-2.845424516,0.060672161,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,0.410154701,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,0.86413248,-2.845424516,-0.757782515,0.626172671,-2.845424516,-2.845424516,0.86413248,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,1.219163629,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,0.3125,-2.845424516,-2.845424516,1.101218921,-2.845424516,-2.845424516,0.151515152,-2.845424516,-2.845424516,-2.845424516,1.105548231,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,1.865323153,-2.845424516,-2.845424516,-2.845424516,0.342768688,-0.340644825,-2.845424516,1.100370278,-2.845424516,-2.845424516,-2.845424516,1.428057423,0.779409525,-1.239130435,-2.845424516,-0.972577915,-2.845424516,-2.845424516,814.5359007,-2.845424516,-2.845424516,-2.845424516,0.69043655,-2.845424516,-2.845424516,-2.845424516,1,0,0,0,0,0,0,0,0,0,0,0
T000707positive,-0.377088573,-0.796150717,-0.343367735,0,0.220500661,0.1440768,-0.428571429,0.571922087,-0.452341647,-0.151876511,0,0,0,0.346750715,0.004064163,0.072248047,0,1.155704843,-0.589636345,-0.597787844,-0.177955018,-0.5013459,0.091190907,0,0.798140206,-0.012129365,1.149464232,-0.254431474,-1.005835908,0.957076073,0,0,0.281087911,0,0.022427441,1.320110284,0,0,0.307943208,-0.268027804,0,-0.314285714,-0.395567289,0.08438126,-0.314285714,-1.005835908,-0.987703292,0,0.136363636,1.082059404,-0.55494853,0,-0.287357753,0,0,0,0,0,0,-0.987703292,0,0,0,0,0,0,-1.324802409,0,0.126087717,-0.34555086,0,0,-1.324802409,0,0,1277.95275,0,0,0,1916.929125,0,0,0,0,0,0,0,0,0,-0.233356982,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-0.326669635,0,0,-0.909090909,0,0,0,0.761058222,0,0,0,0,0,0,0,0,0,0,0,-0.779139794,0,0,0,-0.3051526,-0.023162639,0,0.269039548,0,0,0,0.773457271,-1.48177239,0.173913043,0,0.098015553,0,0,0,0,0,0,-0.097078097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T000608positive,0.30953846,0.853967166,0.043989961,0,-0.871130585,-0.110301925,0.071428571,0.39249683,0.470258909,-0.405985388,0,0,0,0.295018547,-0.198871502,-0.046352768,0,0.15944306,0.452667886,-0.080247416,0.368774743,0.900036736,0.296250009,0,-0.12749501,0.471049006,-0.40633867,-0.016212711,0.302780639,0.386230344,0,0,0.570868085,0,0.536939314,0.905477141,0,0,-0.033900062,0.640875809,0,0.628571429,0.896846097,0.104465026,0.628571429,0.302780639,0.330821103,0,0.590909091,-0.673340798,0.347908909,0,-0.026992704,0,0,0,0,0,0,0.330821103,0,0,0,0,0,0,-0.216785849,0,0.06923317,-0.223028951,0,0,-0.216785849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.049212962,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,-0.376179253,0,0,0.303030303,0,0,0,0.382854556,0,0,0,0,0,0,0,0,0,0,0,-0.262131839,0,0,0,-0.538774096,0.426798355,0,-0.209224016,0,0,0,0.058188172,0.261545151,0.173913043,0,0.404008322,0,0,0,0,0,0,-0.182184007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T000530positive,0.291657548,0.220053005,0.460357775,-1,0.221932058,-1.599106316,0.142857143,-0.047203677,-0.301425567,0.064202466,-1,-1,-1,1.326740707,0.660551692,-0.050914887,1,-1.135773708,0.941858472,-0.87290066,-1.109126015,-0.029748351,-0.150746717,-1,-1.128061445,1.647619151,-0.775508086,1.192736706,0.636457261,-0.860745148,-1,-1,0.969135463,-1,-1.270448549,0.853298218,-1,-1,0.047543034,-1.375917363,-1,0.628571429,-0.284444542,1.515863321,0.628571429,0.636457261,0.15787386,-1,-1.227272727,-0.125301073,0.108372302,-1,-0.304663961,-1,-1,-1,-1,-1,-1,0.15787386,-1,-1,-1,-1,-1,-1,0.058712834,-1,-1.220090139,0.135612342,-1,-1,0.058712834,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.256657265,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,-1,-1,0.30478411,-1,-1,0.696969697,-1,-1,-1,1.033596903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.194173405,-1,-1,-1,0.09404415,-0.751303469,-1,1.199486128,-1,-1,-1,0.331540865,-0.368295245,-1.565217391,-1,-1.029413682,-1,-1,-1,-1,-1,-1,0.247614178,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0
T000284positive,0.315126245,-0.614839101,-0.127218148,-1,0.363001125,-0.117172214,0.142857143,-0.251123564,0.773036968,0.453846881,-1,-1,-1,-0.031801143,-0.069614185,-0.542345139,1,0.389707564,-0.54002305,0.10711262,0.073784042,-0.54933546,0.091805316,-1,0.09435858,-0.170822258,0.151236188,0.070946822,-0.067971164,-0.177475563,-1,-1,-0.001228143,-1,-0.807387863,0.992387145,-1,-1,0.089586542,-0.445115804,-1,0.628571429,-0.772896138,-0.033356515,0.628571429,-0.067971164,-0.248314161,-1,-0.818181818,0.367557825,-0.59946646,-1,-0.178756111,-1,-1,-1,-1,-1,-1,-0.248314161,-1,-1,-1,3613.596222,-1,-1,-0.054196462,-1,-0.151688384,0.01750223,-1,-1,-0.054196462,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.608934676,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.05,-1,-1,-0.459256202,-1,-1,0.696969697,-1,-1,-1,-0.581967173,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.672765163,-1,-1,-1,-0.7140197,-0.027249415,-1,0.090278335,-1,-1,-1,-0.65224011,-0.616796404,-0.391304348,-1,-0.34391457,-1,-1,-1,-1,-1,-1,-0.051486704,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0
T000526positive,1.062261009,-0.279110584,-0.359097996,0,1.6296616,-0.894113705,-0.642857143,1.331264919,0.96970021,0.404364795,0,0,0,0.885130607,0.8451704,0.401334951,0,-0.694116372,0.970819701,-0.800968853,-1.540485037,-0.49122066,-0.978020904,0,-0.472130064,0.63045939,-1.873269856,1.212926935,0.198420872,-0.860745148,0,0,1.098444024,0,-1.257255937,0,0,0,-1.10079944,-1.632616223,0,0.628571429,-0.80802483,0.865663091,0.628571429,0.198420872,0.265767553,0,-1.227272727,-0.43859927,-0.847936062,0,0.712003121,0,0,0,0,0,0,0.265767553,0,0,0,0,0,0,0.581106511,0,-1.199858687,0.471186238,0,0,0.581106511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.368194235,0,0,0,0,0,0,319.4881875,0,0,0,0,0,0,0,0,1.12753853,0,0,0.606060606,0,0,0,0.683946378,0,0,0,0,0,0,0,0,0,0,0,0.913536272,0,0,0,-0.953266509,-0.310449929,0,0.657065138,0,0,958.4645624,0.510672986,-1.824402774,-0.695652174,0,-1.105737148,0,0,0,0,0,0,-1.728363634,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T000782positive,-0.999009055,-0.567154114,-0.510784791,-1,0.383652575,0.402360018,0.428571429,-0.46293171,0.343610949,0.583818386,-1,-1,-1,-0.68096964,-0.443500758,0.192132256,1,0.497291147,-0.397275442,0.149478404,0.264887319,-0.586567782,0.117882801,-1,0.791477855,-0.504056502,0.349301599,-0.262127108,0.312392722,-0.209661425,-1,-1,-0.733590678,-1,-0.106860158,0,-1,-1,-0.684978259,0.117810948,-1,0.345714286,-0.711038165,-0.693752455,0.345714286,0.312392722,0.091233637,-1,-0.409090909,0.64102242,1.299744648,-1,0.263228666,601.4327036,-1,-1,-1,-1,-1,0.091233637,-1,-1,-1,-1,-1,-1,-0.367331577,-1,-0.007472792,-0.464707198,-1,-1,-0.367331577,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.613708915,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.525,-1,-1,0.382853329,-1,-1,-0.939393939,-1,-1,-1,-0.59292706,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.147846663,-1,-1,-1,-0.233214633,-0.564879303,-1,-0.675196904,-1,-1,-1,-0.43245178,-1.430135413,0,-1,0.163406121,-1,-1,-1,-1,-1,-1,0.634103503,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0
T000143positive,0.823231527,0.570829565,-1.059213813,0,0.884625051,-0.226930949,0.357142857,0.850621923,0.203124761,0.437748997,0,0,0,0.04062582,0.021858731,-0.460118256,0,1.000325062,0.007798399,-0.036970767,-0.512946531,-0.348883691,-0.508835625,0,0.79344689,0.692111573,1.073510923,0.491353221,-0.628218332,-0.226774331,0,0,-0.020885002,0,-0.492084433,0.920785153,0,0,-2.032461459,-0.64359207,0,-0.314285714,-0.38416027,-0.177286444,-0.314285714,-0.628218332,0.567235224,0,-0.318181818,0.978197111,-1.925997839,0,-1.406442724,0,0,0,0,0,0,0.567235224,0,0,0,0,0,0,0.439593527,0,-1.198167731,0.48820317,0,0,0.439593527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113764621,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0.975299497,0,0,-0.909090909,0,0,0,0.446450148,0,0,0,0,0,0,0,0,0,0,0,-0.213885792,0,0,0,-1.350092845,-0.902056985,0,-0.137385955,0,0,0,-0.152701213,0.030281489,0.608695652,0,-0.722015969,0,0,0,0,0,0,-1.429159001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T000790positive,1.27102066,-0.212952459,-0.792871881,0,-0.266884472,0.607578547,-0.642857143,-0.466773273,1.032527143,-0.503437006,0,0,0,-0.679896185,-0.135415139,0.550707054,0,-0.213836819,0.435116131,0.788844294,1.144007086,-0.332196498,0.446780286,0,0.080143767,-0.181723498,-0.886626566,-0.494379594,0.478544456,-0.208301459,0,0,-0.763325619,0,0.022427441,0,0,0,1.178518584,0.827022082,0,-1.571428571,-0.290312903,-0.257321976,-1.571428571,0.478544456,-0.676715589,0,0.136363636,-0.143515661,-0.186159205,0,-0.443868954,0,0,0,0,0,0,-0.676715589,0,0,0,0,0,0,0.159578472,0,0.364632603,0.757297585,0,0,0.159578472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.529554331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.016841351,0,0,0,0,0,0,-0.59265165,0,638.9763749,0,0,0,0,0,0,0,0,0,0.105998297,0,0,0,0.858166876,0.384904236,0,-0.313384125,0,0,0,-0.583391418,1.252636074,0.608695652,0,0.930220889,0,0,0,0,0,0,-0.189787513,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T000766positive,1.878333075,-0.041420739,-0.484761338,0,0.804587026,-0.384607725,-1.428571429,0.299096487,0.625188948,-0.596188907,0,0,0,0.128791909,0.224886763,0.762304306,0,-0.517986781,0.010498669,-0.565044388,-0.601461029,-0.600600777,-0.110796149,0,-1.192311323,-0.639702878,-0.920941083,0.626242974,0.089941641,-0.173622326,0,0,0.307255447,0,-0.742744063,0.997983622,0,0,-0.037287045,-0.655275044,0,-1.571428571,-0.511233896,0.654321566,-1.571428571,0.089941641,-0.421261404,0,-0.772727273,-0.241260912,-1.156363339,0,-0.526075516,0,0,0,0,0,0,-0.421261404,0,0,0,0,0,0,-0.115920211,0,0.007861403,1.215544652,0,0,-0.115920211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498970455,0,0,0,0,0,0,0,0,0,0,0,0,0,958.4645624,0,1.591980102,0,0,0,0,0,0,0.021895764,0,0,0,0,0,0,0,0,0,0,0,0.352497213,0,0,0,-0.678699338,0.064272993,0,0.167835233,0,0,0,-0.000182663,0.131368207,-1.130434783,0,-0.600374109,0,0,0,0,0,0,-0.111351345,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T000296positive,1.209586954,-0.360945309,-1.172424031,0,0.974223932,-0.438633364,0.571428571,0.208502723,0.635330208,0.789039394,0,0,0,-0.314629891,0.315730043,1.575572708,0,-0.897280312,1.396337253,0.12042342,-0.15086055,-0.301801797,-1.30093488,0,0.592524411,1.180323956,1.078009297,0.43385214,-0.816340542,0.212721349,0,0,-0.069891647,0,0.154353562,0,0,0,-1.147975263,-0.759371927,0,-0.628571429,-0.320256329,-0.213986531,-0.628571429,-0.816340542,1.573185244,0,0.136363636,-0.718708867,-0.896240406,0,-1.1931572,0,0,0,0,0,0,1.573185244,0,0,0,0,0,0,0.983063606,0,-0.746383995,1.544009252,0,0,0.983063606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212249425,0,0,0,0,0,0,0,0,0,3833.85825,0,0,0.25,0,0,0.460435968,0,0,0.909090909,0,0,0,-0.660439116,0,0,0,0,0,0,0,0,0,0,0,0.35972283,0,0,0,0.260822302,-0.244847759,0,0.12412897,1916.929125,0,0,-1.03894871,-1.922336228,0.608695652,0,-0.611617235,0,0,0,0,0,0,-1.169972821,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
